Nome;Classe;Codgio;TipodeAtivo;PaisSede;Status;SetorEconomatica;SetorNAICS
Sul 116 Part;ON;OPTS3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Zain Part;ON;OPZI3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
OSX Brasil;ON;OSXB3;Acao;BR;ativo;Veiculos e pecas;Estaleiros
Oxiteno;PN;OXIT4;Acao;BR;cancelado;Quimica;Industria quimica basica
Paul F Luz;ON;PALF3;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Paul F Luz;PNA;PALF5;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Paul F Luz;PNB;PALF6;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Paul F Luz;PNC;PALF7;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Panatlantica;ON;PATI3;Acao;BR;ativo;Siderur & Metalur;Transformacao de aco em produtos de aco
Panatlantica;PN;PATI4;Acao;BR;ativo;Siderur & Metalur;Transformacao de aco em produtos de aco
P.Acucar-Cbd;ON;PCAR3;Acao;BR;ativo;Comercio;Loja de departamentos
P.Acucar-Cbd;PN;PCAR4;Acao;BR;ativo;Comercio;Loja de departamentos
PDG Realt;ON;PDGR3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Petroflex;ON;PEFX3;Acao;BR;cancelado;Quimica;Industria de fibras e borracha sinteticas, resinas e filamentos
Petroflex;PNA;PEFX5;Acao;BR;cancelado;Quimica;Industria de fibras e borracha sinteticas, resinas e filamentos
Petrobras;ON;PETR3;Acao;BR;ativo;Petroleo e Gas;Extracao de petroleo e gas
Petrobras;PN;PETR4;Acao;BR;ativo;Petroleo e Gas;Extracao de petroleo e gas
Profarma;ON;PFRM3;Acao;BR;ativo;Comercio;Comercio atacadista de remedios
Pirelli;ON;PIRE3;Acao;BR;cancelado;Eletroeletronicos;Industria de equipamentos de iluminacao eletrica
Pirelli;PN;PIRE4;Acao;BR;cancelado;Eletroeletronicos;Industria de equipamentos de iluminacao eletrica
LF Tel;ON;PITI3;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
LF Tel;PN;PITI4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Plascar Part;ON;PLAS3;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Plascar Part;PN;PLAS4;Acao;BR;cancelado;Veiculos e pecas;Industria de autopecas
Polialden;ON;PLDN3;Acao;BR;cancelado;Quimica;Industria quimica
Polialden;PN;PLDN4;Acao;BR;cancelado;Quimica;Industria quimica
Politeno;ON;PLTO3;Acao;BR;cancelado;Quimica;Industria quimica basica
Politeno;PNA;PLTO5;Acao;BR;cancelado;Quimica;Industria quimica basica
Politeno;PNB;PLTO6;Acao;BR;cancelado;Quimica;Industria quimica basica
Paranapanema;ON;PMAM3;Acao;BR;ativo;Siderur & Metalur;Outras industrias de produtos de metal
Paranapanema;PN;PMAM4;Acao;BR;cancelado;Siderur & Metalur;Outras industrias de produtos de metal
Pro Metalurg;ON;PMET3;Acao;BR;ativo;Veiculos e pecas;Industria de outros equipamentos de transporte
Pro Metalurg;PNA;PMET5;Acao;BR;ativo;Veiculos e pecas;Industria de outros equipamentos de transporte
Pro Metalurg;PNB;PMET6;Acao;BR;ativo;Veiculos e pecas;Industria de outros equipamentos de transporte
Prometal;PN;PMT4;Acao;BR;cancelado;Siderur & Metalur;Outras industrias de produtos de metal
Pronor;ON;PNOR3;Acao;BR;cancelado;Quimica;Industria quimica
Pronor;PNA;PNOR5;Acao;BR;cancelado;Quimica;Industria quimica
Pronor;PNB;PNOR6;Acao;BR;cancelado;Quimica;Industria quimica
Dimed;ON;PNVL3;Acao;BR;ativo;Comercio;Loja de artigos para saude e cuidados pessoais
Dimed;PN;PNVL4;Acao;BR;ativo;Comercio;Loja de artigos para saude e cuidados pessoais
Panex;PN;PNXS4;Acao;BR;cancelado;Siderur & Metalur;Outras industrias de produtos de metal
Polar;ON;POLA3;Acao;BR;cancelado;Alimentos e Beb;Industria de bebidas
Polar;PN;POLA4;Acao;BR;cancelado;Alimentos e Beb;Industria de bebidas
Marcopolo;ON;POMO3;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Marcopolo;PN;POMO4;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Polipropileno;ON;POPR3;Acao;BR;cancelado;Quimica;Industria quimica
Polipropileno;PN;POPR4;Acao;BR;cancelado;Quimica;Industria quimica
Polipropileno Parti;ON;PORP3;Acao;BR;cancelado;Quimica;Industria quimica
Polipropileno Parti;PN;PORP4;Acao;BR;cancelado;Quimica;Industria quimica
Positivo Inf;ON;POSI3;Acao;BR;ativo;Eletroeletronicos;Industria de computadores e perifericos
Petroq Uniao;ON;PQUN3;Acao;BR;cancelado;Quimica;Industria quimica
Petroq Uniao;PN;PQUN4;Acao;BR;cancelado;Quimica;Industria quimica
Paraibuna;PN;PRBN4;Acao;BR;cancelado;Siderur & Metalur;Fundicao
BRF SA;PN;PRGA4;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Proman;ON;PRMN3B;Acao;BR;cancelado;Energia Eletrica;Empresa de eletricidade, gas e agua
Persico;PN;PRSC4;Acao;BR;cancelado;Siderur & Metalur;Transformacao de aco em produtos de aco
Portx;ON;PRTX3;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aquatico
Providencia;ON;PRVI3;Acao;BR;ativo;Quimica;Industria quimica basica
Portobello;ON;PTBL3;Acao;BR;ativo;Minerais nao Met;Industria de produtos de ceramica e refratarios
Portobello;PN;PTBL4;Acao;BR;cancelado;Minerais nao Met;Industria de produtos de ceramica e refratarios
Ipiranga Pet;ON;PTIP3;Acao;BR;cancelado;Petroleo e Gas;Comercio atacadista de petroleo e produtos de petroleo
Ipiranga Pet;PN;PTIP4;Acao;BR;cancelado;Petroleo e Gas;Comercio atacadista de petroleo e produtos de petroleo
Pettenati;ON;PTNT3;Acao;BR;ativo;Textil;Tecelagens
Pettenati;PN;PTNT4;Acao;BR;ativo;Textil;Tecelagens
Petroquisa;ON;PTQS3;Acao;BR;cancelado;Quimica;Industria quimica
Petroquisa;PN;PTQS4;Acao;BR;cancelado;Quimica;Industria quimica
Peixe;PN;PXEC4;Acao;BR;cancelado;Alimentos e Beb;Industria de laticinios
Qgep Part;ON;QGEP3;Acao;BR;ativo;Petroleo e Gas;Extracao de petroleo e gas
Quimica Geral;PN;QGNE4;Acao;BR;cancelado;Quimica;Industria quimica
Quality Soft;ON;QUSW3;Acao;BR;ativo;Software e Dados;Editoras de software
524 Particip;ON;QVQP3B;Acao;BR;cancelado;Energia Eletrica;Empresa de eletricidade, gas e agua
RaiaDrogasil;ON;RADL3;Acao;BR;ativo;Comercio;Loja de artigos para saude e cuidados pessoais
Raia;ON;RAIA3;Acao;BR;cancelado;Comercio;Loja de artigos para saude e cuidados pessoais
Celul Irani;ON;RANI3;Acao;BR;ativo;Papel e Celulose;Industria de papel , celulose e papelao
Celul Irani;PN;RANI4;Acao;BR;ativo;Papel e Celulose;Industria de papel , celulose e papelao
Randon Part;ON;RAPT3;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Randon Part;PN;RAPT4;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Klab Riocell;ON;RCLL3;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Klab Riocell;PN;RCLL4;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Klab Riocell;PNA;RCLL5;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Klab Riocell;PNC;RCLL7;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Recrusul;ON;RCSL3;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Recrusul;PN;RCSL4;Acao;BR;ativo;Veiculos e pecas;Industria de carrocerias e trailers
Redecard;ON;RDCD3;Acao;BR;cancelado;Software e Dados;Servicos de processamento de dados
Rodobensimob;ON;RDNI3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Redentor;ON;RDTR3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Rede Energia;ON;REDE3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Rede Energia;PN;REDE4;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Rimet;ON;REEM3;Acao;BR;cancelado;Siderur & Metalur;Forjarias e estamparias
Rimet;PN;REEM4;Acao;BR;cancelado;Siderur & Metalur;Forjarias e estamparias
Electrolux;PN;REPA4;Acao;BR;cancelado;Eletroeletronicos;Industria de eletrodomesticos
Rio Gde Ener;ON;RGEG3;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
M G Poliest;ON;RHDS3;Acao;BR;ativo;Quimica;Industria quimica
M G Poliest;PN;RHDS4;Acao;BR;cancelado;Quimica;Industria quimica
Ren Hermann;PN;RHER4;Acao;BR;cancelado;Quimica;Industria de tintas e adesivos
Sid Riogran;PN;RIO4;Acao;BR;cancelado;Siderur & Metalur;Transformacao de aco em produtos de aco
Ipiranga Ref;ON;RIPI3;Acao;BR;cancelado;Petroleo e Gas;Industria de produtos de petroleo e carvao
Ipiranga Ref;PN;RIPI4;Acao;BR;cancelado;Petroleo e Gas;Industria de produtos de petroleo e carvao
Renar;ON;RNAR3;Acao;BR;ativo;Agro e Pesca;Cultivo de frutas e nozes
Renova;UNT N2;RNEW11;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Renova;ON;RNEW3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Renova;PN;RNEW4;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Inds Romi;ON;ROMI3;Acao;BR;ativo;Maquinas Indust;Industria de maquinas industriais
Inds Romi;PN;ROMI4;Acao;BR;cancelado;Maquinas Indust;Industria de maquinas industriais
Amadeo Rossi;PN;ROSI4;Acao;BR;cancelado;Siderur & Metalur;Outras industrias de produtos de metal
Pet Manguinh;ON;RPMG3;Acao;BR;ativo;Petroleo e Gas;Industria de produtos de petroleo e carvao
Pet Manguinh;PN;RPMG4;Acao;BR;ativo;Petroleo e Gas;Industria de produtos de petroleo e carvao
Ripasa;ON;RPSA3;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Ripasa;PN;RPSA4;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
Rossi Resid;ON;RSID3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Rasip Agro;ON;RSIP3;Acao;BR;cancelado;Agro e Pesca;Cultivo de frutas e nozes
Rasip Agro;PN;RSIP4;Acao;BR;cancelado;Agro e Pesca;Cultivo de frutas e nozes
Riosulense;ON;RSUL3;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Riosulense;PN;RSUL4;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Sv Engenhar;PN;SAD4;Acao;BR;cancelado;Construcao;Empreiteiro de outros servicos de construcao
Agroceres;PN;SAGR4;Acao;BR;cancelado;Quimica;Industria de fertilizantes e pesticidas
Seara Alim;ON;SALM3;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Seara Alim;PN;SALM4;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Samitri;PN;SAMI4;Acao;BR;cancelado;Mineracao;Mineracao de metais
Schlosser;ON;SCLO3;Acao;BR;ativo;Textil;Tecelagens
Schlosser;PN;SCLO4;Acao;BR;ativo;Textil;Tecelagens
Sadia S/A;ON;SDIA3;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Sadia S/A;PN;SDIA4;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Semp;ON;SEMP3;Acao;BR;cancelado;Eletroeletronicos;Industria de equipamentos de audio e video
Wlm Ind Com;ON;SGAS3;Acao;BR;ativo;Comercio;Concessionarias de outros veiculos motorizados
Wlm Ind Com;PN;SGAS4;Acao;BR;ativo;Comercio;Concessionarias de outros veiculos motorizados
Sergen;ON;SGEN3;Acao;BR;ativo;Construcao;Outras construcoes pesadas
Sergen;PN;SGEN4;Acao;BR;ativo;Construcao;Outras construcoes pesadas
Springs;ON;SGPS3;Acao;BR;ativo;Textil;Industria de roupas de tecido
Sharp;PN;SHAP4;Acao;BR;cancelado;Eletroeletronicos;Industria de eletrodomesticos
Shoptime;ON;SHTM3;Acao;BR;cancelado;Comercio;Vendas por correio ou meio eletronico
Shoptime;PN;SHTM4;Acao;BR;cancelado;Comercio;Vendas por correio ou meio eletronico
Schulz;ON;SHUL3;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Schulz;PN;SHUL4;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Sibra;PNC;SIBR7;Acao;BR;cancelado;Siderur & Metalur;Fundicao
Sifco;PN;SIFC4;Acao;BR;cancelado;Veiculos e pecas;Industria de autopecas
Tecel S Jose;ON;SJOS3;Acao;BR;ativo;Textil;Tecelagens
Tecel S Jose;PN;SJOS4;Acao;BR;ativo;Textil;Tecelagens
Sola;PN;SLAL4;Acao;BR;cancelado;Alimentos e Beb;Abatedouros
Sole Comex;ON;SLBR3;Acao;BR;cancelado;Comercio;Loja de utensilios eletronicos
Sole Comex;PN;SLBR4;Acao;BR;cancelado;Comercio;Loja de utensilios eletronicos
SLC Agricola;ON;SLCE3;Acao;BR;ativo;Agro e Pesca;Agricultura
Selectpart;ON;SLCT3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Sao Martinho;ON;SMTO3;Acao;BR;ativo;Alimentos e Beb;Industria de acucar e produtos de confeitaria
Senior Sol;ON;SNSL3;Acao;BR;ativo;Software e Dados;Editoras de software
Cargill Fertilizant;PN;SOLO4;Acao;BR;cancelado;Quimica;Industria de fertilizantes e pesticidas
Spel Empreendim;ON;SPEL3;Acao;BR;cancelado;Construcao;Construcao de edificios residenciais
Spel Empreendim;PNA;SPEL5;Acao;BR;cancelado;Construcao;Construcao de edificios residenciais
Springer;ON;SPRI3;Acao;BR;ativo;Eletroeletronicos;Industria de eletrodomesticos
Springer;PNA;SPRI5;Acao;BR;ativo;Eletroeletronicos;Industria de eletrodomesticos
Springer;PNB;SPRI6;Acao;BR;ativo;Eletroeletronicos;Industria de eletrodomesticos
Santos Brp;UNT N2;STBP11;Acao;BR;ativo;Transporte Servic;Atividades auxiliares ao transporte aquatico
Santos Brp;ON;STBP3;Acao;BR;ativo;Transporte Servic;Atividades auxiliares ao transporte aquatico
Santos Brp;PN;STBP4;Acao;BR;ativo;Transporte Servic;Atividades auxiliares ao transporte aquatico
Santos Bras;UNT N2;STBR11;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aquatico
Santos Bras;ON;STBR3;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aquatico
Santos Bras;PN;STBR4;Acao;BR;cancelado;Transporte Servic;Atividades auxiliares ao transporte aquatico
Botucatu Tex;ON;STRP3;Acao;BR;cancelado;Textil;Industria de roupas de tecido
Botucatu Tex;PN;STRP4;Acao;BR;cancelado;Textil;Industria de roupas de tecido
Submarino;ON;SUBA3;Acao;BR;cancelado;Comercio;Vendas por correio ou meio eletronico
Sultepa;ON;SULT3;Acao;BR;ativo;Construcao;Construcao de estradas, ruas, pontes e tuneis
Sultepa;PN;SULT4;Acao;BR;ativo;Construcao;Construcao de estradas, ruas, pontes e tuneis
Suzano Papel;ON;SUZB3;Acao;BR;ativo;Papel e Celulose;Industria de papel , celulose e papelao
Suzano Papel;PNA;SUZB5;Acao;BR;ativo;Papel e Celulose;Industria de papel , celulose e papelao
Suzano Papel;PNB;SUZB6;Acao;BR;ativo;Papel e Celulose;Industria de papel , celulose e papelao
Quattor Petr;ON;SZPQ3;Acao;BR;cancelado;Quimica;Industria quimica
Quattor Petr;PN;SZPQ4;Acao;BR;cancelado;Quimica;Industria quimica
Taesa;UNT N2;TAEE11;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Taesa;ON;TAEE3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Taesa;PN;TAEE4;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Tam S/A;ON;TAMM3;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Tam S/A;PN;TAMM4;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Tam Transp;PN;TAMR4;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Telebahia Celular;ON;TBAC3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebahia Celular;PNB;TBAC6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tel B Campo;PN;TBCP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tractebel;ON;TBLE3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Tractebel;PNA;TBLE5;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Tractebel;PNB;TBLE6;Acao;BR;cancelado;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Telebrasilia;ON;TBRS3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebrasilia;PN;TBRS4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Centroeste Cel;ON;TCOC3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Centroeste Cel;PN;TCOC4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tecnisa;ON;TCSA3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Tim Part S/A;PN;TCSL4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telefonica Data Hld;ON;TDBH3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telefonica Data Hld;PN;TDBH4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebahia;ON;TEBA3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebahia;PNA;TEBA5;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebahia;PNB;TEBA6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Teka;ON;TEKA3;Acao;BR;ativo;Textil;Industria de roupas de tecido
Teka;PN;TEKA4;Acao;BR;ativo;Textil;Industria de roupas de tecido
Telebras;ON;TELB3;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
Telebras (Old);ON;TELB3-old;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telebras;PN;TELB4;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
Telebras (Old);PN;TELB4-old;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tenda;ON;TEND3;Acao;BR;cancelado;Construcao;Construcao de edificios residenciais
Tec Blumenau;ON;TENE3;Acao;BR;ativo;Textil;Industria de roupas de tecido
Tec Blumenau;PNA;TENE5;Acao;BR;ativo;Textil;Industria de roupas de tecido
Tec Blumenau;PNB;TENE6;Acao;BR;ativo;Textil;Industria de roupas de tecido
Tec Blumenau;PNC;TENE7;Acao;BR;ativo;Textil;Industria de roupas de tecido
Tereos;ON;TERI3;Acao;BR;ativo;Alimentos e Beb;Industria de acucar e produtos de confeitaria
Telet;ON;TETE3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telet;PNB;TETE6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tegma;ON;TGMA3;Acao;BR;ativo;Transporte Servic;Atividades auxiliares ao transporte
Millennium;ON;TIBR3;Acao;BR;ativo;Quimica;Industria quimica
Millennium;PNA;TIBR5;Acao;BR;ativo;Quimica;Industria quimica
Millennium;PNB;TIBR6;Acao;BR;ativo;Quimica;Industria quimica
Tim Part S/A;ON;TIMP3;Acao;BR;ativo;Telecomunicacoes;Telecomunicacoes
Tekno;ON;TKNO3;Acao;BR;ativo;Siderur & Metalur;Outras industrias de produtos de metal
Tekno;PN;TKNO4;Acao;BR;ativo;Siderur & Metalur;Outras industrias de produtos de metal
Tele Leste Celular;ON;TLCP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Leste Celular;PN;TLCP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telesp Part;ON;TLPP3F;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telesp Part;PN;TLPP4F;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telinvest;ON;TLVT3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;PNE;TMAC11B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;ON;TMAC3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;PNA;TMAC5B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;PNB;TMAC6B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;PNC;TMAC7B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Amazonia Celular;PND;TMAC8B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemar N L;ON;TMAR3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemar N L;PNA;TMAR5;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemar N L;PNB;TMAR6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Part;ON;TMCP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Part;PN;TMCP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PNE;TMGC11;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PNF;TMGC12;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PNG;TMGC13;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;ON;TMGC3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PNB;TMGC6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PNC;TMGC7;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig Cl;PND;TMGC8;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig;ON;TMGR3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemig;PNB;TMGR6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Nort Cl;ON;TNCP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Nort Cl;PN;TNCP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Nordeste Celul;ON;TNEP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Nordeste Celul;PN;TNEP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemar;ON;TNLP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telemar;PN;TNLP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Totvs;ON;TOTS3;Acao;BR;ativo;Software e Dados;Editoras de software
Tim Nordeste;ON;TPEC3B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tim Nordeste;PNB;TPEC6B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tim Nordeste;PNC;TPEC7B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tim Nordeste;PND;TPEC8B;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Triunfo Part;ON;TPIS3;Acao;BR;ativo;Transporte Servic;Atividades auxiliares ao transporte rodoviario
Tim Sul;ON;TPRC3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tim Sul;PNB;TPRC6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Transbrasil;PN;TRBR4;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Trafo;ON;TRFO3;Acao;BR;cancelado;Eletroeletronicos;Industria de equipamentos para geracao e distribuicao de energia
Trafo;PN;TRFO4;Acao;BR;cancelado;Eletroeletronicos;Industria de equipamentos para geracao e distribuicao de energia
Enxuta;PN;TRIC4;Acao;BR;cancelado;Eletroeletronicos;Industria de eletrodomesticos
Trisul;ON;TRIS3;Acao;BR;ativo;Construcao;Construcao de edificios residenciais
Telerj Cel;PNB;TRJC6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Trorion;ON;TROR3;Acao;BR;cancelado;Quimica;Industria quimica
Trorion;PN;TROR4;Acao;BR;cancelado;Quimica;Industria quimica
Transparana;PN;TRPA4;Acao;BR;cancelado;Comercio;Concessionarias de outros veiculos motorizados
Tran Paulist;ON;TRPL3;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Tran Paulist;PN;TRPL4;Acao;BR;ativo;Energia Eletrica;Geracao, transmissao e distribuicao de energia eletrica
Tele Sudeste Celula;ON;TSEP3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tele Sudeste Celula;PN;TSEP4;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telesp Cel;ON;TSPC3;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Telesp Cel;PNB;TSPC6;Acao;BR;cancelado;Telecomunicacoes;Telecomunicacoes
Tupy;ON;TUPY3;Acao;BR;ativo;Veiculos e pecas;Industria de autopecas
Tupy;PN;TUPY4;Acao;BR;cancelado;Veiculos e pecas;Industria de autopecas
Tex Renaux;ON;TXRX3;Acao;BR;ativo;Textil;Tecelagens
Tex Renaux;PN;TXRX4;Acao;BR;ativo;Textil;Tecelagens
Usin C Pinto;ON;UCOP3;Acao;BR;cancelado;Alimentos e Beb;Industria de acucar e produtos de confeitaria
Usin C Pinto;PN;UCOP4;Acao;BR;cancelado;Alimentos e Beb;Industria de acucar e produtos de confeitaria
Ultrapar;ON;UGPA3;Acao;BR;ativo;Quimica;Industria quimica
Ultrapar;PN;UGPA4;Acao;BR;cancelado;Quimica;Industria quimica
Unipar;ON;UNIP3;Acao;BR;ativo;Quimica;Industria quimica
Unipar;PNA;UNIP5;Acao;BR;ativo;Quimica;Industria quimica
Unipar;PNB;UNIP6;Acao;BR;ativo;Quimica;Industria quimica
Uol;ON;UOLL3;Acao;BR;cancelado;Software e Dados;Servicos de informacao
Uol;PN;UOLL4;Acao;BR;cancelado;Software e Dados;Servicos de informacao
Uptick;ON;UPKP3B;Acao;BR;cancelado;Energia Eletrica;Empresa de eletricidade, gas e agua
Usiminas;ON;USIM3;Acao;BR;ativo;Siderur & Metalur;Transformacao de aco em produtos de aco
Usiminas;PNA;USIM5;Acao;BR;ativo;Siderur & Metalur;Transformacao de aco em produtos de aco
Usiminas;PNB;USIM6;Acao;BR;ativo;Siderur & Metalur;Transformacao de aco em produtos de aco
Savarg;ON;VAGV3;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Savarg;PN;VAGV4;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Vale;ON;VALE3;Acao;BR;ativo;Mineracao;Mineracao de metais
Vale;PNA;VALE5;Acao;BR;ativo;Mineracao;Mineracao de metais
Vasp;ON;VASP3;Acao;BR;cancelado;Transporte Servic;Transporte aereo regular
Fibria;PN;VCPA4;Acao;BR;cancelado;Papel e Celulose;Industria de papel , celulose e papelao
